INVOICE_NO,vcurr Net Revenue,INVOICE_DATE,$ Net Revenue,$ Gross Revenue,vcurr Gross Revenue,Sum of TONS_QTY
VKR-137697,25271,2024-08-30 00:00:00,27369,27368.7309,25271.219667590027,10.691861621302401
VKR-137698,26760,2024-08-30 00:00:00,28981,28981.1463,26760.061218836567,8.8672590974352
VKR-137699,1168,2024-08-30 00:00:00,1265,1264.5688,1167.6535549399816,0.0899972621317
VKR-137700,0,2024-08-30 00:00:00,0,0.0385,0.035549399815327794,0.00045359237000000004
VKR-137701,877,2024-08-30 00:00:00,950,949.5494,876.7769159741459,1.2035982819476
VKR-137702,597,2024-08-30 00:00:00,647,646.7201,597.1561403508772,0.057601695066299995
VKR-137703,0,2024-08-30 00:00:00,0,0.0103,0.00951061865189289,0.00045359237000000004
VKR-137704,39213,2024-08-30 00:00:00,42468,42467.9559,39213.255678670364,18.111539636890697
VKR-137705,36900,2024-09-02 00:00:00,40922,40922.111600000004,36900.01045987377,18.1168693472382
VKR-137706,36900,2024-09-02 00:00:00,40922,40922.1116,36900.01045987376,17.9873687256032
VKR-137707,37375,2024-09-02 00:00:00,41449,41449.031500000005,37375.14111812444,17.219999297732002
VKR-137708,48986,2024-09-02 00:00:00,54326,54325.9745,48986.45130748422,21.335987181586002
VKR-137709,5964,2024-09-02 00:00:00,6614,6614.0779,5964.001713255185,3.0222451379967
VKR-137710,5864,2024-09-02 00:00:00,6503,6502.956,5863.801623083859,6.81522535925
VKR-137711,15345,2024-09-02 00:00:00,17018,17017.6741,15345.062308385934,6.241113496541
VKR-137712,2100,2024-09-02 00:00:00,2329,2328.9007,2100.000631199279,0.00045359237000000004
VKR-137713,5520,2024-09-02 00:00:00,6121,6121.1935,5519.561316501353,3.2350071750689
VKR-137714,4032,2024-09-02 00:00:00,4471,4471.4893,4032.001172227232,5.2342835846994005
VKR-137715,4032,2024-09-02 00:00:00,4471,4471.4893,4032.001172227232,5.19227185939
VKR-137716,36900,2024-09-03 00:00:00,40922,40922.1116,36900.01045987376,18.059353834722202
VKR-137717,36900,2024-09-03 00:00:00,40922,40922.111600000004,36900.01045987377,18.117241292981596
VKR-137718,36900,2024-09-03 00:00:00,40922,40922.111600000004,36900.01045987377,18.0952420630366
VKR-137719,36900,2024-09-03 00:00:00,40922,40922.1116,36900.01045987376,18.045124642075297
VKR-137720,5425,2024-09-03 00:00:00,6016,6016.3267,5425.001532912534,2.4473394886402
VKR-137721,19520,2024-09-04 00:00:00,21648,21647.6862,19520.005590622182,22.1996134462949
VKR-137722,40195,2024-09-04 00:00:00,44577,44576.711299999995,40195.41145175834,22.384511304078
VKR-137723,357,2024-09-04 00:00:00,396,395.6004,356.7181244364292,0.00045359237000000004
VKR-137724,36900,2024-09-05 00:00:00,40922,40922.1116,36900.01045987376,18.0972424053883
VKR-137725,36900,2024-09-05 00:00:00,40922,40922.1116,36900.01045987376,18.068489185054002
VKR-137726,36900,2024-09-05 00:00:00,40922,40922.1116,36900.01045987376,18.084364918004002
VKR-137727,13006,2024-09-05 00:00:00,14424,14423.9908,13006.303697024347,5.736650742245499
VKR-137728,3446,2024-09-05 00:00:00,3821,3821.4998,3445.897024346258,1.4950449874437
VKR-137729,5649,2024-09-05 00:00:00,6265,6264.7428,5649.001623083859,3.020244795645
VKR-137730,13418,2024-09-05 00:00:00,14880,14880.371,13417.82777276826,5.846524422030599
VKR-137731,11719,2024-09-05 00:00:00,12997,12996.7917,11719.379350766456,5.810935564680401
VKR-137732,38557,2024-09-05 00:00:00,42759,42759.26,38556.591523895404,18.273417681896298
VKR-137733,28850,2024-09-05 00:00:00,31994,31994.2612,28849.649413886385,12.9444194744172
VKR-137734,10645,2024-09-05 00:00:00,11805,11805.1114,10644.825428313796,3.7536038676136
VKR-137735,14333,2024-09-05 00:00:00,15895,15895.2239,14332.934084761047,6.957276881762899
VKR-137740,19477,2024-09-06 00:00:00,21600,21600,19477.006311992787,0.00045359237000000004
VKR-137741,6259,2024-09-06 00:00:00,6941,6941.4683,6259.213976555456,3.0400849259088
VKR-137742,38721,2024-09-06 00:00:00,42942,42942.017,38721.38593327322,22.4774614525384
VKR-137743,39643,2024-09-06 00:00:00,43964,43963.8632,39642.79819657349,19.826998764688497
VKR-137744,3591,2024-09-06 00:00:00,3982,3982.4201,3591.000991884581,1.4578776286459
VKR-137745,25303,2024-09-06 00:00:00,28061,28061.2548,25303.20541027953,12.0553602855224
VKR-137746,21255,2024-09-06 00:00:00,23571,23571.454,21254.692515779985,11.2058770309101
VKR-137747,3130,2024-09-06 00:00:00,3471,3470.7341,3129.606943192065,1.5020439177128
VKR-137748,5512,2024-09-06 00:00:00,6113,6112.5536,5511.770604147881,2.9154694940986996
VKR-137749,297,2024-09-06 00:00:00,330,329.667,297.2651036970243,0.00045359237000000004
VKR-137750,1271,2024-09-06 00:00:00,1410,1410.0606,1271.4703336339044,1.6147752294289
VKR-137751,36116,2024-09-06 00:00:00,40053,40052.9326,36116.26023444545,15.7427351311923
VKR-137752,3163,2024-09-06 00:00:00,3508,3507.6568,3162.900631199279,1.4980432330094
VKR-137753,42117,2024-09-06 00:00:00,46707,46707.2201,42116.51947700631,21.5609780689534
VKR-137754,226,2024-09-06 00:00:00,251,250.5469,225.9214607754734,0.00045359237000000004
VKR-137755,64607,2024-09-06 00:00:00,71649,71648.6288,64606.518304779085,21.8761657990953
VKR-137756,3067,2024-09-06 00:00:00,3402,3401.5041,3067.1813345356177,1.3490562831592
VKR-137757,16386,2024-09-06 00:00:00,18172,18172.4118,16386.304598737603,9.0007513319262
VKR-137758,17147,2024-09-06 00:00:00,19016,19016.1814,17147.142831379624,24.8493140989632
VKR-137760,9413,2024-09-09 00:00:00,10439,10438.7538,9412.762669071235,5.0960377021708005
VKR-137761,32200,2024-09-09 00:00:00,35710,35710.219,32200.37781785392,10.039545898081698
VKR-137762,40523,2024-09-09 00:00:00,44939,44939.4652,40522.51145175834,16.458009475369
VKR-137763,15169,2024-09-09 00:00:00,16823,16822.9068,15169.438052299369,7.525269783400599
VKR-137764,17304,2024-09-09 00:00:00,19191,19190.5752,17304.39603246168,8.5083314550542
VKR-137765,66454,2024-09-09 00:00:00,73697,73697.2296,66453.76880072137,17.748416265087197
VKR-137766,36796,2024-09-09 00:00:00,40807,40806.7062,36795.94788097385,17.7787253072506
VKR-137767,42029,2024-09-09 00:00:00,46610,46610.0356,42028.8869251578,21.3519899203996
VKR-137768,1225,2024-09-09 00:00:00,1359,1358.5254,1225.000360685302,0.4831212332870001
VKR-137769,9450,2024-09-09 00:00:00,10480,10480.053,9450.002705139766,7.5106187498496
VKR-137770,20059,2024-09-09 00:00:00,22245,22245.4015,20058.973399458973,7.1278729721199
VKR-137771,35410,2024-09-09 00:00:00,39270,39270.0645,35410.33769161407,16.364238324718897
VKR-137772,829,2024-09-09 00:00:00,920,919.7709,829.3696122633003,1.1501469570668001
VKR-137773,4987,2024-09-09 00:00:00,5530,5530.335300000001,4986.776645626692,1.7542548832039002
VKR-137774,37179,2024-09-09 00:00:00,41232,41231.5227,37179.01055004509,20.7095035438368
VKR-137775,37179,2024-09-09 00:00:00,41232,41231.5227,37179.01055004509,20.6828685998704
VKR-137776,37179,2024-09-09 00:00:00,41232,41231.5227,37179.01055004509,20.6968619244849
VKR-137777,37179,2024-09-09 00:00:00,41232,41231.5227,37179.01055004509,20.7557472859583
VKR-137780,260253,2024-09-10 00:00:00,288621,288620.65869999997,260253.07366997292,144.9243180368291
VKR-137781,13851,2024-09-10 00:00:00,15360,15360.3722,13850.651217312894,6.688927099747199
VKR-137782,5182,2024-09-10 00:00:00,5747,5746.5624,5181.751487826871,3.0082518133822
VKR-137783,2934,2024-09-10 00:00:00,3254,3253.8069,2934.0008115419296,1.4399743378019998
VKR-137784,3531,2024-09-10 00:00:00,3916,3915.6527,3530.795942290352,1.4190546576976
VKR-137785,2971,2024-09-10 00:00:00,3295,3295.3513,2971.461947700631,1.4870526898843
VKR-137786,9557,2024-09-10 00:00:00,10598,10598.1615,9556.502705139766,4.4438988799744
VKR-137787,3076,2024-09-10 00:00:00,3412,3411.6578,3076.337060414788,1.4150539729942
VKR-137788,26734,2024-09-10 00:00:00,29648,29648.0698,26734.057529305683,9.7715499181146
VKR-137789,6164,2024-09-10 00:00:00,6836,6835.9748,6164.0890892696125,1.9439653560327
VKR-137790,36646,2024-09-11 00:00:00,40640,44260.757,39910.511271415686,20.3498682973586
VKR-137791,36646,2024-09-11 00:00:00,40640,44260.757,39910.511271415686,20.3578515230706
VKR-137792,5182,2024-09-11 00:00:00,5747,5746.5624,5181.751487826871,2.9882483898652
VKR-137793,9954,2024-09-11 00:00:00,11039,11038.9891,9954.002795311091,3.1327538470997998
VKR-137794,717,2024-09-11 00:00:00,795,795.0381,716.8963931469792,0.564132830569
VKR-137795,27235,2024-09-11 00:00:00,30203,30203.1669,27234.59594229035,10.177587664043799
VKR-137796,10276,2024-09-11 00:00:00,11396,11396.456199999999,10276.335617673578,4.983691943969201
VKR-137797,13746,2024-09-11 00:00:00,15244,15243.8019,13745.53823264202,6.683923975906099
VKR-137798,2705,2024-09-11 00:00:00,3000,3000.2334,2705.350225428314,0.8639846026811999
VKR-137799,44567,2024-09-12 00:00:00,49424,49424.2625,44566.51262398557,23.8507849274926
VKR-137800,36646,2024-09-12 00:00:00,40640,44260.757,39910.511271415686,20.399858712456297
VKR-137802,44730,2024-09-12 00:00:00,49606,49605.584,44730.012623985574,23.8946790611375
VKR-137803,35516,2024-09-12 00:00:00,39388,39387.5324,35516.26005410279,15.661129327905599
VKR-137804,20066,2024-09-12 00:00:00,22253,22252.6458,20065.505680793507,10.5148789503758
VKR-137805,14981,2024-09-12 00:00:00,16614,16614.3773,14981.404238052299,5.1040299997302
VKR-137806,38354,2024-09-12 00:00:00,42535,42534.9546,38354.33237150586,17.9845428451381
VKR-137807,9179,2024-09-12 00:00:00,10180,10179.6248,9179.10261496844,4.488373611852899
VKR-137808,57412,2024-09-12 00:00:00,63670,63669.8151,57411.91623083859,18.988438014345796
VKR-137809,16969,2024-09-12 00:00:00,18818,18818.1827,16968.604779080255,8.3948698596224
VKR-137811,9840,2024-09-13 00:00:00,10913,10912.5631,9840.002795311091,4.7934961273045005
VKR-137812,30319,2024-09-13 00:00:00,33624,33623.5033,30318.758611361583,16.558956457312497
VKR-137813,44730,2024-09-13 00:00:00,49606,49605.584,44730.012623985574,23.904680772895997
VKR-137814,4727,2024-09-13 00:00:00,5242,5241.7052,4726.515058611362,0.4999994053747
VKR-137815,17490,2024-09-13 00:00:00,19397,19396.9467,17490.483949504058,8.3751521992985
VKR-137816,36771,2024-09-13 00:00:00,40779,40778.5847,36770.59035166817,19.9823450795661
VKR-137817,11646,2024-09-13 00:00:00,12915,12915.4177,11646.003336339045,5.3732053198592995
VKR-137818,8043,2024-09-13 00:00:00,8919,8919.44,8042.77727682597,3.8609918612110996
VKR-137819,44730,2024-09-16 00:00:00,49606,49605.584,44730.012623985574,23.9066811152477
VKR-137820,45075,2024-09-16 00:00:00,49988,49987.967300000004,45074.812714156906,23.9470825876436
VKR-137821,10821,2024-09-16 00:00:00,12000,12000,10820.559062218215,16.7123251094569
VKR-137822,10821,2024-09-16 00:00:00,12000,12000,10820.559062218215,16.775329089649897
VKR-137823,10821,2024-09-16 00:00:00,12000,12000,10820.559062218215,16.4293288298139
VKR-137824,30216,2024-09-16 00:00:00,33510,33509.5127,30215.971776375114,9.971547865895001
VKR-137825,28019,2024-09-16 00:00:00,31073,31072.8288,28018.781605049593,14.0167798759527
VKR-137826,3645,2024-09-16 00:00:00,4042,4042.1952,3644.900991884581,1.4631846593749
VKR-137827,40777,2024-09-16 00:00:00,45221,45221.4285,40776.761496844,22.7478660079902
VKR-137828,57316,2024-09-16 00:00:00,63564,63563.8501,57316.36618575294,18.969427958119102
VKR-137829,66880,2024-09-16 00:00:00,74170,74169.9274,66880.0066726781,21.084923804791
VKR-137830,40777,2024-09-16 00:00:00,45221,45221.4285,40776.761496844,22.745865665638497
VKR-137831,1388,2024-09-16 00:00:00,1539,1539.1328,1387.8564472497746,0.4179309378706
VKR-137832,1500,2024-09-16 00:00:00,1664,1663.5005,1500.0004508566276,0.00045359237000000004
VKR-137833,5817,2024-09-16 00:00:00,6451,6451.0548,5817.001623083859,3.020244795645
VKR-137834,9147,2024-09-16 00:00:00,10144,10143.5898,9146.609377817855,4.6272998829365
VKR-137835,44368,2024-09-16 00:00:00,49204,49203.8487,44367.762578899914,21.3419972804885
VKR-137836,23073,2024-09-16 00:00:00,25587,25587.4336,23072.528043282236,10.49431307232
VKR-137837,345,2024-09-16 00:00:00,382,382.4137,344.82750225428316,0.00045359237000000004
VKR-137838,40304,2024-09-16 00:00:00,44697,44697.4259,40304.26140667268,22.6898742234857
VKR-137839,4806,2024-09-17 00:00:00,5329,5329.4396,4805.626330027051,2.7500035334464
VKR-137840,560,2024-09-17 00:00:00,621,621.0402,560.0001803426511,0.0384011300442
VKR-137841,7135,2024-09-17 00:00:00,7912,7912.44,7134.752028854824,2.8482516407884004
VKR-137842,14982,2024-09-17 00:00:00,16615,16615.2167,14982.161136158702,6.7724742783775005
VKR-137843,2334,2024-09-17 00:00:00,2588,2588.4134,2334.0066726780883,0.7631283392117
VKR-137844,1,2024-09-17 00:00:00,1,1.407,1.2687105500450857,0.00045359237000000004
VKR-137845,23267,2024-09-18 00:00:00,25803,25802.6403,23266.582777276824,9.9195026773612
VKR-137846,13965,2024-09-18 00:00:00,15488,15487.521999999999,13965.303877366996,6.4753349886379
VKR-137847,12866,2024-09-18 00:00:00,14268,14268.3173,12865.930838593327,4.4336295487176
VKR-137848,32137,2024-09-18 00:00:00,35640,35639.6397,32136.735527502253,15.722337082313398
VKR-137849,38564,2024-09-18 00:00:00,42768,42767.5676,38564.082596934175,18.994411825858702
VKR-137850,3229,2024-09-18 00:00:00,3581,3580.6848,3228.750946798918,1.45512432296
VKR-137851,4432,2024-09-18 00:00:00,4915,4914.7345000000005,4431.681244364293,1.9998751515589
VKR-137852,8883,2024-09-18 00:00:00,9851,9851.2498,8883.002524797113,3.1327538470997998
VKR-137853,14074,2024-09-18 00:00:00,15608,15607.6225,14073.600090171325,6.5564781277072
VKR-137855,39466,2024-09-19 00:00:00,43767,43767.3212,39465.573669972946,22.6208374647717
VKR-137856,2351,2024-09-19 00:00:00,2608,2607.537,2351.250676284941,1.3750017667232
VKR-137857,27662,2024-09-19 00:00:00,30677,30677.2283,27662.06339044184,10.9666796305143
VKR-137858,11986,2024-09-19 00:00:00,13292,13292.1733,11985.728854824167,5.436504135092799
VKR-137859,37179,2024-09-19 00:00:00,41232,41231.522600000004,37179.01045987377,20.7669963767343
VKR-137860,45617,2024-09-19 00:00:00,50590,50589.6044,45617.31686203787,21.768655335557902
VKR-137861,37179,2024-09-19 00:00:00,41232,41231.5227,37179.01055004509,20.7934997789134
VKR-137862,37179,2024-09-19 00:00:00,41232,41231.5227,37179.01055004509,20.8141200880536
VKR-137863,37179,2024-09-19 00:00:00,41232,41231.5227,37179.01055004509,20.7654949859896
VKR-137864,37179,2024-09-19 00:00:00,41232,41231.5227,37179.01055004509,20.761870782953302
VKR-137865,37179,2024-09-19 00:00:00,41232,41231.5227,37179.01055004509,20.7448565331546
VKR-137866,37179,2024-09-19 00:00:00,41232,41231.5227,37179.01055004509,20.751859999347403
VKR-137867,37179,2024-09-19 00:00:00,41232,41231.5227,37179.01055004509,20.81036434323
VKR-137868,11088,2024-09-20 00:00:00,12297,12296.5955,11088.003155996394,5.2163485423896
VKR-137869,37179,2024-09-20 00:00:00,41232,41231.5227,37179.01055004509,20.738864577946902
VKR-137870,37179,2024-09-20 00:00:00,41232,41231.5227,37179.01055004509,20.762746216227402
VKR-137871,37179,2024-09-20 00:00:00,41232,41231.5227,37179.01055004509,20.713867102436197
VKR-137872,37179,2024-09-20 00:00:00,41232,41231.5227,37179.01055004509,20.8056197670398
VKR-137873,29298,2024-09-20 00:00:00,32492,32491.9792,29298.44833183048,13.7765618927244
VKR-137874,36982,2024-09-20 00:00:00,41013,41013,36981.9657348963,24.532248496409498
VKR-137875,36982,2024-09-20 00:00:00,41013,41013,36981.9657348963,24.530234546286703
VKR-137876,1,2024-09-20 00:00:00,1,1.0141,0.9144274120829576,0.00045359237000000004
VKR-137877,36982,2024-09-20 00:00:00,41013,41013,36981.9657348963,24.4662417347271
VKR-137878,36982,2024-09-20 00:00:00,41013,41013,36981.9657348963,24.466237198803398
VKR-137879,36982,2024-09-20 00:00:00,41013,41013,36981.9657348963,24.464232320528
VKR-137880,36982,2024-09-20 00:00:00,41013,41013,36981.9657348963,24.522251320574703
VKR-137881,36982,2024-09-20 00:00:00,41013,41013,36981.9657348963,24.3922426754853
VKR-137882,36982,2024-09-20 00:00:00,41013,41013,36981.9657348963,24.4962468700026
VKR-137883,36982,2024-09-20 00:00:00,41013,41013,36981.9657348963,24.482249009464397
VKR-137884,36982,2024-09-20 00:00:00,41013,41013,36981.9657348963,24.322257908718
VKR-137885,89760,2024-09-23 00:00:00,99544,99543.8682,89760.02542831379,22.868798269755903
VKR-137886,10821,2024-09-23 00:00:00,12000,12000.2,10820.739404869253,16.7643929776092
VKR-137887,10821,2024-09-23 00:00:00,12000,12000.2,10820.739404869253,16.7724079547871
VKR-137888,10821,2024-09-23 00:00:00,12000,12000.2,10820.739404869253,16.939397985802604
VKR-137889,5411,2024-09-23 00:00:00,6000,6000.4,5410.640216411181,8.4223121980074
VKR-137890,10821,2024-09-23 00:00:00,12000,12000.2,10820.739404869253,16.990395375961704
VKR-137891,3372,2024-09-23 00:00:00,3740,3739.8263,3372.250946798918,1.4671853440783
VKR-137892,1364,2024-09-23 00:00:00,1512,1512.1825,1363.5550045085663,0.5464200485205
VKR-137893,15525,2024-09-23 00:00:00,17217,17216.9248,15524.729305680794,5.0613560295606
VKR-137894,40430,2024-09-23 00:00:00,44837,44837.1599,40430.261406672675,22.7578541119776
VKR-137895,39422,2024-09-23 00:00:00,43719,43719.2876,39422.261136158704,21.3154575909198
VKR-137896,200,2024-09-23 00:00:00,222,221.5362,199.76212804328225,0.0192005650221
VKR-137897,12182,2024-09-23 00:00:00,13510,13509.6117,12181.795942290351,6.0945668736414
VKR-137898,685,2024-09-23 00:00:00,760,759.6652,685.0001803426511,1.1298441625856
VKR-137899,40523,2024-09-23 00:00:00,44939,44939.4652,40522.51145175834,16.4560000611699
VKR-137900,1478,2024-09-23 00:00:00,1639,1639.3797,1478.2504057709648,3.8097948904092
VKR-137901,40523,2024-09-23 00:00:00,44939,44939.4652,40522.51145175834,16.3859971507078
VKR-137902,300,2024-09-23 00:00:00,333,332.7001,300.00009017132555,0.00045359237000000004
VKR-137903,17964,2024-09-23 00:00:00,19922,19921.6447,17963.61109107304,8.238335132735399
VKR-137910,39466,2024-09-24 00:00:00,43767,43767.3212,39465.573669972946,22.609855993493998
VKR-137911,89760,2024-09-24 00:00:00,99544,99543.8682,89760.02542831379,22.868798269755903
VKR-137912,39422,2024-09-24 00:00:00,43719,43719.2876,39422.261136158704,21.2497910235149
VKR-137913,22978,2024-09-24 00:00:00,25482,25482.2039,22977.641027953112,11.9266534505349
VKR-137914,42029,2024-09-24 00:00:00,46610,46610.0356,42028.8869251578,21.329881828285796
VKR-137915,40523,2024-09-24 00:00:00,44939,44939.4652,40522.51145175834,16.4890034420111
VKR-137916,29717,2024-09-24 00:00:00,32956,32955.6078,29716.508385933274,12.059002632253499
VKR-137917,42117,2024-09-24 00:00:00,46707,46707.2201,42116.51947700631,21.630699752146096
VKR-137918,41778,2024-09-24 00:00:00,46332,46331.5316,41777.7561767358,20.376036041183898
VKR-137919,40979,2024-09-24 00:00:00,45446,45445.72379999999,40979.01154192966,21.043293097072397
VKR-137920,2698,2024-09-24 00:00:00,2992,2991.861,2697.800721370604,1.1733482067923
VKR-137921,37179,2024-09-24 00:00:00,41232,41231.5227,37179.01055004509,20.719995135354896
VKR-137922,37179,2024-09-24 00:00:00,41232,41231.5227,37179.01055004509,20.792238792124802
VKR-137923,37179,2024-09-24 00:00:00,41232,41231.5227,37179.01055004509,20.7512385778005
VKR-137924,37179,2024-09-24 00:00:00,41232,41231.5227,37179.01055004509,20.7783724733739
VKR-137926,1269,2024-09-25 00:00:00,1407,1407.3214,1269.0003606853022,1.3640701906062003
VKR-137927,520,2024-09-25 00:00:00,577,576.6802,520.0001803426511,0.0181436948
VKR-137928,39958,2024-09-25 00:00:00,44313,44313.1573,39957.76131650135,22.669843584426502
VKR-137929,2897,2024-09-25 00:00:00,3212,3212.2752,2896.551127141569,3.5907959582495
VKR-137930,465,2024-09-25 00:00:00,516,515.6851,465.00009017132555,0.0009071847400000001
