INVOICE_NO,vcurr Net Revenue,INVOICE_DATE,$ Net Revenue,$ Gross Revenue,vcurr Gross Revenue,Sum of TONS_QTY,$ Act Extended Cost,$ Std Extended Cost
VKR-135650,10129,10/24/2023 0:00,10726,10726.347,10128.750708215297,18.52139663,12069.7675,13073.6198
VKR-135651,28487,10/23/2023 0:00,30168,30167.735,28487.00188857413,15.47746524,25175.769900000003,25203.554
VKR-135652,462,10/24/2023 0:00,490,489.7112,462.4279508970728,0.03840113,349.6,337.1856
VKR-135653,231,10/24/2023 0:00,245,244.8556,231.2139754485364,0.019200565,174.8,168.5928
VKR-135654,1578,10/24/2023 0:00,1671,1671.1021,1578.0000944287065,0.000453592,0,0
VKR-135655,46756,10/24/2023 0:00,49515,49514.978,46756.353163361666,16.16011269,32088.917800000003,32670.203
VKR-135658,10982,10/24/2023 0:00,11630,11630.3624,10982.400755429651,0.998402166,9266.06,8741.4096
VKR-135659,2511,10/25/2023 0:00,2659,2658.6726,2510.5501416430593,1.413040023,2794.0868,2256.7078
VKR-135660,7601,10/25/2023 0:00,8049,8049.4066,7600.950519357885,4.0863728380166995,7002.7875,6785.1189
VKR-135662,5022,10/25/2023 0:00,5318,5318.2984,5022.000377714825,1.684805355,4368.8,4356.5142
VKR-135663,19922,10/25/2023 0:00,21097,21097.3465,19921.951369216244,23.77277611,15979.0043,15379.5393
VKR-135664,3059,10/25/2023 0:00,3239,3239.4394,3058.9607176581685,1.397123467,287.62,280.2114
VKR-135665,19767,10/25/2023 0:00,20933,20932.8224,19766.593389990558,7.383549383317801,15846.3909,17565.8237
VKR-135666,17570,10/25/2023 0:00,18607,18606.9532,17570.30519357885,6.569015420814001,14402.2444,15614.0655
VKR-135672,42930,10/26/2023 0:00,45463,45462.873,42930.002832861195,22.20924321,42254.8884,43255.4904
VKR-135673,42930,10/26/2023 0:00,45463,45462.873,42930.002832861195,22.17724227,42211.8632,43255.4904
VKR-135674,42930,10/26/2023 0:00,45463,45462.873,42930.002832861195,22.14323645,42151.4884,43255.4904
VKR-135675,20488,10/26/2023 0:00,21697,21696.5309,20487.753446647785,8.201018088,14296.33,13738.4388
VKR-135676,2840,10/26/2023 0:00,3007,3007.1939,2839.654296506138,1.4360553,2562.38,2480.4004
VKR-135677,451,10/26/2023 0:00,477,477.4684,450.86723323890465,0.000453592,0,0
VKR-135678,11229,10/26/2023 0:00,11891,11891.3502,11228.848158640229,4.45664029,8425.369999999999,8239.3907
VKR-135679,8108,10/26/2023 0:00,8586,8585.8431,8107.500566572238,15.662775868208701,10235.3057,10512.8837
VKR-135680,42930,10/26/2023 0:00,45463,45462.873,42930.002832861195,22.15522943,42140.2884,43255.4904
VKR-135681,84071,10/27/2023 0:00,89032,89031.6,84071.38810198302,22.846032468705598,61131.2742,62580.6307
VKR-135682,42930,10/26/2023 0:00,45463,45462.873,42930.002832861195,22.15723431,42154.6384,43255.4904
VKR-135683,23850,10/26/2023 0:00,25257,25257.1517,23850.00160528801,12.39487871,23580.738,24030.828
VKR-135684,29972,10/27/2023 0:00,31741,31740.6149,29972.252030217187,16.66437586,27547.8528,27208.9188
VKR-135685,14689,10/27/2023 0:00,15556,15556.1649,14689.485269121813,6.416209223,11673.66,11673.642899999999
VKR-135686,12695,10/27/2023 0:00,13444,13444.396200000001,12695.369405099153,5.442958755,11066.41,11040.318599999999
VKR-135687,35484,10/27/2023 0:00,37577,37577.4968,35483.94409820586,16.71550933,3451.44,3362.5368
VKR-135688,3628,10/27/2023 0:00,3842,3841.7841,3627.7470254957507,1.552728329,2762.16,2654.3835
VKR-135689,176,10/27/2023 0:00,186,186.0902,175.7225684608121,0.019200565,174.8,168.5928
VKR-135690,22680,10/27/2023 0:00,24018,24018.1216,22680.00151,11.97898894,21004.2899,20271.9605
VKR-135691,37901,10/27/2023 0:00,40138,40137.505900000004,37901.32757318225,15.79355562,33035.129199999996,31098.4988
VKR-135692,37864,10/27/2023 0:00,40098,40097.7536,37863.789990557125,15.863368021993802,27134.1688,29465.5631
VKR-135693,10387,10/25/2023 0:00,11000,11000.088,10387.240793201134,1.000007883,11232.22,11000.0024
VKR-135694,42541,10/30/2023 0:00,45051,45051.1338,42541.20283286119,22.3493715,42405.4484,43255.4904
VKR-135695,42541,10/30/2023 0:00,45051,45051.1338,42541.20283286119,22.275363372084904,42306.4784,43255.4904
VKR-135696,42541,10/30/2023 0:00,45051,45051.1338,42541.20283286119,22.407621835329497,42535.6184,43255.4904
VKR-135697,42541,10/30/2023 0:00,45051,45051.1338,42541.20283286119,22.272478524611703,42284.0784,43255.4904
VKR-135698,42541,10/30/2023 0:00,45051,45051.1338,42541.20283286119,22.328733050339103,42392.0984,43255.4904
VKR-135699,42541,10/30/2023 0:00,45051,45051.1338,42541.20283286119,22.262984836307602,42282.6284,43255.4904
VKR-135700,4500,10/31/2023 0:00,4765,4765.1053,4499.627289896129,4.941353632153399,11554.0822,12193.8873
VKR-135701,4035,10/31/2023 0:00,4274,4273.558800000001,4035.466288951842,4.910509351,10177.910800000001,11492.3315
VKR-135702,26095,10/20/2023 0:00,27635,27634.606799999998,26095.001699716715,12.434427429131398,22556.022,26706.4444
VKR-135703,26685,10/30/2023 0:00,28259,28259.4169,26685.00179414542,7.94149975,17079.236,18010.413
VKR-135704,33379,10/30/2023 0:00,35348,35348.3316,33378.97223796034,17.09101577,30346.14,29198.1867
VKR-135705,21241,10/30/2023 0:00,22494,22494.3928,21241.164117091597,10.861917936739099,19259.87,18580.6316
VKR-135706,34082,10/30/2023 0:00,36093,36092.692599999995,34081.8627,17.15782086,31045.34,29872.5579
VKR-135707,14753,10/30/2023 0:00,15623,15622.8985,14752.500944287063,7.456614042277399,12860.1798,12417.1457
VKR-135708,42541,11/1/2023 0:00,45179,45178.7345,42541.18126177024,22.24098107,42238.0484,45121.4064
VKR-135709,42541,11/1/2023 0:00,45179,45178.7345,42541.18126177024,22.25910209,42263.4284,45121.4064
VKR-135710,41816,11/1/2023 0:00,44409,44408.838,41816.23163841808,22.47187319,41129.7893,39290.5485
VKR-135711,5887,11/1/2023 0:00,6253,6252.5222,5887.497363,6.791003526691999,7131.9504,6618.9044
VKR-135712,6290,11/1/2023 0:00,6680,6680.2027,6290.209698681732,9.159050533,7764.0401,7784.5131
VKR-135713,375,11/1/2023 0:00,398,398.2498,374.99981167608286,0.002267962,346.48,346.4775
VKR-135714,38621,11/1/2023 0:00,41016,41015.829099999995,38621.30800376647,15.853057867423699,33424.6188,32517.441700000003
VKR-135715,36582,11/1/2023 0:00,38850,38849.8571,36581.786346516004,16.45333747,26235.65,26310.0411
VKR-135716,37327,11/1/2023 0:00,39642,39641.7876,37327.48361581921,20.43986556,35025.6874,35727.804
VKR-135717,21168,11/1/2023 0:00,22480,22480.4061,21167.99068,6.648457588495799,19525.7051,22372.2938
VKR-135718,14345,11/1/2023 0:00,15234,15234.0488,14344.678719397363,9.302558087153102,16367.4934,15926.3467
VKR-135719,26491,11/1/2023 0:00,28134,28133.9606,26491.488323917136,13.27713401,28454.461,28656.9549
VKR-135720,46980,11/1/2023 0:00,49893,49893.13619999999,46980.35423728813,18.952191448059097,50545.863,49835.10399999999
VKR-135721,11713,11/1/2023 0:00,12440,12439.6094,11713.379849340865,3.8755839277540005,10538.9035,12194.33
VKR-135722,6942,11/1/2023 0:00,7373,7372.7545,6942.330037664783,3.14506888,5651.81,5667.8197
VKR-135723,53272,11/2/2023 0:00,56575,56575.2872,53272.39849340866,22.737415239785403,58151.799,56439.830700000006
VKR-135724,41816,11/2/2023 0:00,44409,44408.838,41816.23163841808,22.47187319,40295.651,39290.5485
VKR-135725,12769,11/2/2023 0:00,13561,13560.8844,12769.194350282485,22.9847773,14795.096,14812.446800000002
VKR-135726,7289,11/2/2023 0:00,7741,7741.3394,7289.396798493408,3.4322427453159996,7085.0347,6961.41
VKR-135727,61770,11/2/2023 0:00,65600,65600.1094,61770.34783427495,21.961368589876102,45610.935900000004,49370.957
VKR-135728,13810,11/3/2023 0:00,14666,14665.7,13809.510357815443,6.696697137,12379.7031,13441.5216
VKR-135729,13810,11/3/2023 0:00,14666,14665.7,13809.510357815443,6.55268156,12220.6231,13441.5216
VKR-135730,13810,11/3/2023 0:00,14666,14665.7,13809.510357815443,6.5297025701061004,12098.6931,13441.5216
VKR-135731,13810,11/3/2023 0:00,14666,14665.7,13809.510357815443,6.4667031258367995,12040.2531,13441.5216
VKR-135732,13810,11/3/2023 0:00,14666,14665.7,13809.510357815443,6.445701799,12048.4124,13441.5216
VKR-135733,3452,11/3/2023 0:00,3666,3666.425,3452.3775894538608,1.603172337,2984.4508,3360.3804
VKR-135734,27549,11/3/2023 0:00,29257,29257.057,27549.017890772127,14.816744451532099,29074.975300000002,25518.3732
VKR-135735,3274,11/3/2023 0:00,3477,3477.0077,3274.018549905838,1.798693328,3710.1361,3693.4661
VKR-135736,48730,11/3/2023 0:00,51752,51751.7683,48730.47863,20.14185991,37414.7826,36917.1272
VKR-135737,55519,11/6/2023 0:00,58961,58960.8866,55518.72561205272,22.6631667,60532.5225,58860.5535
VKR-135738,39900,11/6/2023 0:00,42374,42373.7814,39899.982485875706,0.952543977,0,0
VKR-135739,2324,11/6/2023 0:00,2468,2467.8214,2323.7489642184555,1.375001767,2293.98,2226.8759
VKR-135740,25322,11/6/2023 0:00,26892,26891.59,25321.64783427495,10.04425872,21468.223899999997,21976.5501
VKR-135741,37327,11/3/2023 0:00,39642,39641.7876,37327.48361581921,20.43186419,35025.1148,35727.804
VKR-135742,27775,11/3/2023 0:00,29497,29497.1698,27775.11280602636,15.00004113,24588.684,26588.6568
VKR-135743,24,11/3/2023 0:00,25,25.0844,23.61996233521657,0.000453592,0,0
VKR-135744,39900,11/6/2023 0:00,42374,42373.7814,39899.982485875706,0.952543977,0,0
VKR-135745,39900,11/7/2023 0:00,42374,42373.7814,39899.982485875706,0.952543977,0,0
VKR-135746,55519,11/7/2023 0:00,58961,58960.8866,55518.72561205272,22.55816007,60184.1673,58860.5535
VKR-135748,48108,11/7/2023 0:00,51090,51090.235400000005,48107.56629001883,18.52482125,37007.6385,33013.1515
VKR-135749,10129,11/7/2023 0:00,10757,10756.7278,10128.745574387947,17.42397979,12478.3769,13178.8359
VKR-135750,10129,11/7/2023 0:00,10757,10756.7278,10128.745574387947,17.967841574074697,12842.187,13178.8359
VKR-135751,45234,11/7/2023 0:00,48039,48038.8129,45234.28709981167,21.93579505,39069.1785,38581.56800000001
VKR-135752,6216,11/7/2023 0:00,6602,6601.8139,6216.397269303201,2.997846404,5091.183,5064.9966
VKR-135753,12516,11/7/2023 0:00,13292,13291.9862,12515.994538606401,5.97649678,10026.086,9960.0732
VKR-135754,39745,11/7/2023 0:00,42209,42209.3042,39745.10753295668,23.953705036245598,41701.8056,42154.3483
VKR-135756,38626,11/8/2023 0:00,41021,41021.0064,38626.18305084745,20.70740795,44535.2115,40226.882
VKR-135757,576,11/8/2023 0:00,612,611.7117,575.9997175141242,0.057597159142599996,506.43,490.644
VKR-135758,32484,11/8/2023 0:00,34498,34498.391,32484.36064030132,20.82586359,45601.801,36166.8879
VKR-135759,14382,11/8/2023 0:00,15274,15274.1313,14382.421186440677,5.7622469596845995,12891.6304,11645.0743
VKR-135760,4020,11/7/2023 0:00,4269,4269.2381000000005,4019.9982109227876,1.932026805,3733.05,3739.833
VKR-135761,2309,11/8/2023 0:00,2452,2452.3801,2309.209133709981,3.5644377056287997,2671.576,2551.986
VKR-135762,40526,11/8/2023 0:00,43039,43038.9222,40526.29209039548,21.399576295936303,41059.37,40828.7281
VKR-135763,25200,11/8/2023 0:00,26762,26762.3882,25199.98888888889,11.96099493,22106.8426,21499.128
VKR-135764,58384,11/8/2023 0:00,62004,62003.9931,58384.174293785305,20.666253511357297,43232.445999999996,46564.367
VKR-135765,10129,11/9/2023 0:00,10757,10756.7278,10128.745574387947,18.78198545,13465.6184,13178.8359
VKR-135766,9453,11/9/2023 0:00,10040,10039.6126,9453.495856873822,17.197387718087498,12639.746299999999,12300.2433
VKR-135767,13135,11/9/2023 0:00,13949,13949.374,13135.003766478341,6.011137629,10136.02,10164.7206
VKR-135768,35711,11/6/2023 0:00,37925,37924.8532,35710.78455743879,15.8778603,31980.1,31993.0686
VKR-135769,10256,11/1/2023 0:00,10892,10892.1767,10256.286911487758,3.23994226,6862.35,6881.76
VKR-135770,39440,11/2/2023 0:00,41885,41885.3041,39440.02269303201,19.89345458,39570.840000000004,39377.0803
VKR-135771,92480,11/9/2023 0:00,98214,98213.7168,92479.95932203389,23.561792156718198,95325.12,95325.12
VKR-135773,13886,11/9/2023 0:00,14747,14747.191,13886.243879472693,6.445012339,11950.9965,11324.6476
VKR-135774,3538,11/10/2023 0:00,3757,3756.8531999999996,3537.526553672316,1.4970407938716999,3015.6,2809.7334
VKR-135775,18669,11/9/2023 0:00,19827,19826.8236,18669.325423728813,5.986507563,16063.2857,15722.91
VKR-135776,211210,11/10/2023 0:00,224305,224305.2,211210.16949152542,111.7659083954105,199965.0859,212637.888
VKR-135777,4935,11/10/2023 0:00,5241,5240.9677,4934.997834274953,1.4528790407285002,3896.6726,3925.152
VKR-135778,51928,11/10/2023 0:00,55147,55147.2463,51927.72721280602,21.45197075,43817.0991,39638.53400000001
VKR-135779,3110,11/8/2023 0:00,3303,3303.2433,3110.398587570621,1.3727791641102003,2092.1,3428.9856
VKR-135780,1120,11/10/2023 0:00,1189,1189.4395,1119.999529190207,0.014514955840000001,593.4,1359.36
VKR-135781,256,11/10/2023 0:00,272,272.1829,256.2927495291902,0.019200565,180.12,84.96
VKR-135782,11912,11/10/2023 0:00,12650,12650.405700000001,11911.86977,5.4093611676719995,11715.097099999999,11652.9331
VKR-135783,51896,11/10/2023 0:00,55114,55113.7932,51896.22711864406,21.55385213,44920.7187,43672.8915
VKR-135791,32933,11/13/2023 0:00,34975,34975.0961,32933.235499058384,9.399504384,20190.07,21816.3261
VKR-135792,41988,11/13/2023 0:00,44591,44591.2153,41987.961676082865,15.078771155910001,40180.737,39307.275
VKR-135793,46613,11/13/2023 0:00,49503,49503.2662,46613.24500941619,22.590514814837203,38010.05,38117.6757
VKR-135794,348,11/13/2023 0:00,369,369.3911,347.8258945386064,0.03840113,349.6,338.1408
VKR-135795,8019,11/10/2023 0:00,8516,8516.348,8019.160075329566,2.609144959,5920.7937,5767.7114
VKR-135796,9633,11/10/2023 0:00,10231,10230.641,9633.371939736346,3.135012737,5927.2008000000005,5475.8525
VKR-135797,2101,11/13/2023 0:00,2231,2231.0911,2100.839077212806,0.839504222,1961.997,2122.2902
VKR-135798,0,11/13/2023 0:00,0,0,0,0.095998289,-836.99,817.74
VKR-135799,506847,11/13/2023 0:00,538272,538272,506847.4576271186,274.3318625175051,507547.8967,477655.3152
VKR-135800,6391,11/14/2023 0:00,6788,6787.5612,6391.300564971752,2.984088948,4939.95,4889.2037
VKR-135801,6055,11/14/2023 0:00,6430,6430.3212,6054.916384180791,2.8022528385467003,575.24,562.0104
VKR-135803,5913,11/6/2023 0:00,6280,6279.6485,5913.040018832392,3.0865463923678997,5449.14,5323.806
VKR-135804,29565,11/15/2023 0:00,31398,31398.2425,29565.20009416196,15.48874608,27283.23,26618.9981
VKR-135805,41338,11/13/2023 0:00,43901,43901.1587,41338.19086629002,17.37851169,24783.7,24806.9819
VKR-135806,27423,11/15/2023 0:00,29123,29123.085,27422.867231638415,11.1991049,20469.27,20505.2128
VKR-135807,7219,11/16/2023 0:00,7666,7666.309,7218.746704,2.750003533,4367.67,6417.7934000000005
VKR-135808,29313,11/15/2023 0:00,31131,31130.92,29313.48399246704,14.93446982,24979.49,24979.5038
VKR-135809,69205,11/16/2023 0:00,73496,73496.2087,69205.46958568739,21.84317149,58571.5795,58810.374
VKR-135810,92480,11/17/2023 0:00,98214,98213.7168,92479.95932203389,23.561792156718198,95325.12,95325.12
VKR-135814,4725,11/15/2023 0:00,5018,5017.9478,4724.997928436911,1.445113539,3964.2443,3925.152
VKR-135815,42424,11/16/2023 0:00,45054,45054.3437,42424.05244821092,22.473052534702003,42749.8639,44037.6567
VKR-135816,21220,11/17/2023 0:00,22536,22535.6301,21219.99068,8.445554271046202,19744.7988,20951.667
VKR-135817,30810,11/17/2023 0:00,32720,32720.2737,30810.050564971752,15.412742146093601,27245.7,26619.03
VKR-135818,2100,11/17/2023 0:00,2230,2230.199,2099.999058380414,0.076203518,1368.51,1368.5144
VKR-135819,7503,11/17/2023 0:00,7968,7967.7842,7502.621657250471,8.811988867,10072.4234,8989.7769
VKR-135820,2116,11/17/2023 0:00,2248,2247.6795,2116.4590395480227,2.6673862191746003,2447.9976,2643.403
VKR-135824,2,11/17/2023 0:00,2,1.6355,1.5400188323917137,0.000453592,0,0
VKR-135825,47430,11/17/2023 0:00,50370,50370.1599,47429.5291,22.80183443,43969.8196,43617.71
VKR-135826,33115,11/17/2023 0:00,35169,35168.6455,33115.48540489642,14.3639504,29755.9318,26546.6759
VKR-135827,5991,11/17/2023 0:00,6362,6362.1206,5990.697363,2.6261138494283003,5113.258099999999,5081.3514000000005
VKR-135828,7,11/17/2023 0:00,8,7.519,7.080037664783427,0.000453592,0,0
VKR-135830,23467,11/20/2023 0:00,24922,24922.474,23467.489642184555,7.274392379,19507.6432,19625.76
VKR-135831,10363,11/21/2023 0:00,11006,11005.6339,10363.12043314501,5.272457919,13715.2058,11711.0245
VKR-135832,25720,11/21/2023 0:00,27314,27314.3625,25719.73870056497,12.0973584,19645.2258,23639.8757
VKR-135833,6502,11/21/2023 0:00,6905,6904.9401,6501.826836158191,3.128068238,5651.8,5667.809
VKR-135834,11923,11/21/2023 0:00,12662,12662.0903,11922.872222222222,6.133253767,12199.184000000001,12023.199400000001
VKR-135835,41304,11/21/2023 0:00,43865,43864.8,41303.95480225989,23.90598712,47286.4299,41927.76
VKR-135836,41304,11/21/2023 0:00,43865,43864.8,41303.95480225989,23.919989515383502,42555.9184,41927.76
VKR-135837,41304,11/21/2023 0:00,43865,43864.8,41303.95480225989,23.92799088,41994.1984,41927.76
VKR-135838,41304,11/21/2023 0:00,43865,43864.8,41303.95480225989,23.91598883,42583.7584,41927.76
VKR-135839,41304,11/21/2023 0:00,43865,43864.8,41303.95480225989,23.913988488328403,41808.3084,41927.76
VKR-135840,41304,11/21/2023 0:00,43865,43864.8,41303.95480225989,23.90398678,43102.7884,41927.76
VKR-135841,19805,11/21/2023 0:00,21033,21032.9007,19804.99124293785,8.265319343,19002.2532,21276.639
VKR-135842,19203,11/21/2023 0:00,20393,20393.3646,19202.791525423727,7.587212357447799,16994.8279,19398.8106
VKR-135843,21890,11/21/2023 0:00,23247,23247.1698,21889.990395480225,8.452580416857499,19264.129,20951.667
VKR-135844,648,11/22/2023 0:00,688,688.1757,647.9997175141243,0.21599615067029998,458.78,458.784
VKR-135845,25420,11/22/2023 0:00,26997,26996.5591,25420.488794726927,13.559304755265499,21556.26,21617.3286
VKR-135846,51810,11/22/2023 0:00,55022,55021.7975,51809.602165725046,21.43686612,43791.257,40821.1029
VKR-135847,41304,11/22/2023 0:00,43865,43864.8,41303.95480225989,23.9099878,41979.5684,41927.76
VKR-135848,41304,11/22/2023 0:00,43865,43864.8,41303.95480225989,23.9239902,42716.7808,41927.76
VKR-135849,41304,11/22/2023 0:00,43865,43864.8,41303.95480225989,23.90798746,42902.0384,41927.76
VKR-135850,41304,11/22/2023 0:00,43865,43864.8,41303.95480225989,23.9099878,42580.3984,41927.76
VKR-135851,41304,11/22/2023 0:00,43865,43864.8,41303.95480225989,23.90598712,43651.1884,41927.76
VKR-135852,41304,11/22/2023 0:00,43865,43864.8,41303.95480225989,23.90598712,45640.0284,41927.76
VKR-135853,137287,11/23/2023 0:00,145798,145798.38,137286.61016949153,72.60090612,130955.58230000001,138214.6272
VKR-135854,9192,11/23/2023 0:00,9762,9761.5811,9191.695951035781,3.5954679596605006,7339.0302,5029.6639
VKR-135855,2462,11/24/2023 0:00,2614,2614.3685,2461.740583804143,0.683522878,1906.8646,2180.3179
VKR-135856,32524,11/24/2023 0:00,34540,34540.2073,32523.735687382297,16.578365674824802,28058.978300000002,28657.528400000003
VKR-135862,37535,11/24/2023 0:00,39862,39861.740900000004,37534.595951035786,15.775430069221898,32394.098100000003,32021.211600000002
VKR-135863,36611,11/24/2023 0:00,38881,38880.7321,36610.858851224104,14.30634871,29221.0118,26031.4997
VKR-135864,497,11/24/2023 0:00,527,527.4421,496.64981167608283,0.209836366,434.1448,461.6833
VKR-135865,9376,11/24/2023 0:00,9957,9957.0952,9375.795856873823,4.110467665,7563.7759,7778.7252
VKR-135866,8418,11/27/2023 0:00,8940,8939.7,8417.796610169491,4.305707429,9762.1665,9233.6652
VKR-135867,3367,11/27/2023 0:00,3576,3575.88,3367.1186440677966,1.7236827574659002,3867.9186,3693.4661
VKR-135868,37098,11/27/2023 0:00,39398,39398.4758,37098.37645951036,17.9974158,33045.63,33045.6062
VKR-135869,37814,11/27/2023 0:00,40159,40158.8751,37814.38333333333,19.72498584,38377.5988,40107.9168
VKR-135870,37814,11/27/2023 0:00,40159,40158.8751,37814.38333333333,19.74198648,38722.1172,40107.9168
VKR-135871,37814,11/27/2023 0:00,40159,40158.8751,37814.38333333333,19.79299294,39302.3748,40107.9168
VKR-135872,37814,11/27/2023 0:00,40159,40158.8751,37814.38333333333,19.742984385917097,38514.318,40107.9168
VKR-135873,37814,11/27/2023 0:00,40159,40158.8751,37814.38333333333,19.715986568054696,37653.7308,40107.9168
VKR-135874,41344,11/27/2023 0:00,43907,43907.0432,41343.73183,22.43286879,37648.281,38901.6972
