INVOICE_NO,vcurr Net Revenue,INVOICE_DATE,$ Net Revenue,$ Gross Revenue,vcurr Gross Revenue,Sum of TONS_QTY,$ Act Extended Cost,$ Std Extended Cost
VKR-133832,35256,4/6/2023 0:00,38359,38358.921200000004,35256.36139705883,15.766598625777998,32081.0751,33087.0591
VKR-133833,53786,4/6/2023 0:00,58519,58519.4175,53786.22931985294,21.5688479,42891.8314,45136.224
VKR-133834,29467,4/6/2023 0:00,32060,32060.3013,29467.18869485294,11.42806472,23500.217200000003,24072.6528
VKR-133835,29200,4/6/2023 0:00,31770,31770.1318,29200.488786764705,11.47351014,22968.2882,24082.9235
VKR-133836,1299,4/6/2023 0:00,1414,1413.7249,1299.3795036764704,0.000453592,0,0
VKR-133837,395103,4/6/2023 0:00,429872,429872,395102.94117647054,240.9441528612041,433991.94999999995,430039.9968
VKR-133838,36524,4/6/2023 0:00,39738,41623.328,38256.73529411764,20.573888497054202,36329.5269,38298.96
VKR-133839,387419,4/6/2023 0:00,421512,421512,387419.1176470588,241.80341556731358,425555.73,421680.0006
VKR-133841,37795,4/11/2023 0:00,41121,41121.1727,37795.195496323526,19.796435710797898,42031.8056,43199.6928
VKR-133842,37795,4/11/2023 0:00,41121,41121.1727,37795.195496323526,19.83642895,41594.9964,43199.6928
VKR-133843,37795,4/11/2023 0:00,41121,41121.1727,37795.195496323526,19.78744097,41887.3192,43199.6928
VKR-133844,10159,4/11/2023 0:00,11053,11052.7158,10158.746139705881,4.482127645,7900.4322,11220.8269
VKR-133845,37795,4/11/2023 0:00,41121,41121.1727,37795.195496323526,19.76943336,41996.62,43199.6928
VKR-133846,35433,4/11/2023 0:00,38551,38551.1001,35432.99641544118,18.592315797624803,39420.9284,40499.712
VKR-133847,11590,4/11/2023 0:00,12610,12610.0006,11590.074080882352,3.542506515,10113.3303,9185.9731
VKR-133848,71962,4/11/2023 0:00,78294,78294.3539,71961.72233455881,17.097130196546402,41582.7854,38519.28
VKR-133849,40162,4/11/2023 0:00,43697,43696.7832,40162.484558823526,22.65583665,50369.7335,42137.424
VKR-133850,17040,4/12/2023 0:00,18540,18539.5684,17040.04448529412,8.415562744,19907.9379,20394.288
VKR-133851,16741,4/12/2023 0:00,18214,18214.4453,16741.218106617645,4.911797553,14411.7835,13323.104
VKR-133852,39871,4/12/2023 0:00,43380,43380.1754,39871.48474264706,22.033839042830998,48731.6605,41870.7552
VKR-133853,3426,4/12/2023 0:00,3727,3727.0786,3425.6237132352935,1.4861228255257999,3035.369,3743.9168
VKR-133854,35539,4/12/2023 0:00,38666,38666.1452,35538.73639705882,16.51260839,41606.041,43072.56
VKR-133855,11590,4/12/2023 0:00,12610,12610.0006,11590.074080882352,3.487517512,10462.8864,9185.9731
VKR-133856,71962,4/12/2023 0:00,78294,78294.3539,71961.72233455881,17.097130196546402,40840.4954,38519.28
VKR-133857,16009,4/12/2023 0:00,17418,17417.9452,16009.140808823528,8.04638845,21135.8492,19431.2448
VKR-133858,16009,4/12/2023 0:00,17418,17417.9452,16009.140808823528,8.036386738,20924.1792,19431.2448
VKR-133859,16009,4/12/2023 0:00,17418,17417.9452,16009.140808823528,8.030385711,20235.6992,19431.2448
VKR-133860,16009,4/12/2023 0:00,17418,17417.9452,16009.140808823528,8.039380447,19929.3892,19431.2448
VKR-133861,16009,4/12/2023 0:00,17418,17417.9452,16009.140808823528,8.054371675,19952.9192,19431.2448
VKR-133862,16009,4/12/2023 0:00,17418,17417.9453,16009.140900735292,7.8683625161449005,19621.9092,19431.2448
VKR-133863,414059,4/12/2023 0:00,450497,450496.5,414059.28308823524,255.2844167,454817.04,450674.99399999995
VKR-133864,411633,4/12/2023 0:00,447857,447856.5,411632.81249999994,254.80080102277572,452152.97,448034.9946
VKR-133865,1500,4/12/2023 0:00,1632,1631.9994,1499.9994485294117,0.000453592,0,0
VKR-133866,35750,4/13/2023 0:00,38896,38896.2055,35750.18887867646,16.414029159173797,39444.92,40410.6266
VKR-133867,37399,4/13/2023 0:00,40690,48434.4,44516.91176470588,21.95401586,38771.1344,40852.224
VKR-133868,1490,4/13/2023 0:00,1621,1620.6752,1489.5911764705882,0.553133216,1389.37,1511.6346
VKR-133869,13505,4/13/2023 0:00,14693,14693.020499999999,13504.614430147056,5.863352699,12339.7827,15385.375399999999
VKR-133870,40317,4/13/2023 0:00,43865,43864.8,40316.91176470588,24.263975825096704,53476.4384,44946.5856
VKR-133871,40317,4/13/2023 0:00,43865,43864.8,40316.91176470588,24.22596932,53206.7384,44946.5856
VKR-133872,40317,4/13/2023 0:00,43865,43864.8,40316.91176470588,24.23997625,53663.9184,44946.5856
VKR-133873,40317,4/13/2023 0:00,43865,43864.8,40316.91176470588,24.25197377,53692.8684,44946.5856
VKR-133874,40317,4/13/2023 0:00,43865,43864.8,40316.91176470588,24.275977879206902,53333.0084,44946.5856
VKR-133876,40317,4/13/2023 0:00,43865,43864.8,40316.91176470588,24.252976210124203,53509.9384,44946.5856
VKR-133877,6851,4/13/2023 0:00,7454,7454.1571,6851.247334558823,2.9902441962932005,6282.1122,8153.0042
VKR-133878,12402,4/14/2023 0:00,13493,13493.3382,12401.96525735294,6.475620751830999,14222.1342,11845.3062
VKR-133879,19208,4/14/2023 0:00,20899,20898.5226,19208.200919117648,7.968737972,17991.872,22595.8125
VKR-133880,40317,4/14/2023 0:00,43865,43864.8,40316.91176470588,24.25197377,53187.9984,44946.5856
VKR-133881,40317,4/14/2023 0:00,43865,43864.8,40316.91176470588,24.24797762,53215.0584,44946.5856
VKR-133882,36980,4/14/2023 0:00,40234,48978.9532,45017.42022058823,20.57386128,46933.9417,38221.9296
VKR-133883,12658,4/14/2023 0:00,13772,18038.0321,16579.07362132353,8.805516104030799,16694.9213,15845.1206
VKR-133884,18421,4/14/2023 0:00,20042,25011.2961,22988.32362132353,11.13747077,23627.3691,20369.7754
VKR-133885,5430,4/14/2023 0:00,5908,6854.3974,6299.997610294117,3.044248904,5926.3115,5360.1408
VKR-133886,37456,4/14/2023 0:00,40752,40751.6772,37455.58566,19.596528481491504,34420.0384,36756.72
VKR-133887,45340,4/13/2023 0:00,49330,49329.6803,45339.77969,19.58957037,38495.33,38704.9472
VKR-133888,528,4/14/2023 0:00,574,574.4638,527.9998161764705,0.057601695,150.24,346.4192
VKR-133889,43609,4/17/2023 0:00,47446,47446.1386,43608.58327205882,24.152959092539195,45922.266,45239.04
VKR-133890,43609,4/17/2023 0:00,47446,47446.1386,43608.58327205882,24.16195837,45937.456,45239.04
VKR-133891,47318,4/17/2023 0:00,51482,51481.665,47317.70680147059,18.590610290313602,39415.13,39084.681
VKR-133892,74810,4/14/2023 0:00,81394,81393.5207,74810.22123161763,17.925117708744402,44477.215,45709.056
VKR-133893,40477,4/14/2023 0:00,44040,44039.5031,40477.48446691177,21.686840879781002,48173.5451,40029.696
VKR-133894,16009,4/17/2023 0:00,17418,17417.9453,16009.140900735292,7.871360762,19618.5991,19431.2448
VKR-133895,14554,4/17/2023 0:00,15834,15834.4957,14553.764430147057,7.154689353,18016.7101,17664.768
VKR-133896,14554,4/17/2023 0:00,15834,15834.4957,14553.764430147057,7.156689695,17911.3201,17664.768
VKR-133897,43624,4/17/2023 0:00,47462,47462.4178,43623.545772058824,22.650838064123498,43065.2012,42411.6
VKR-133898,14554,4/17/2023 0:00,15834,15834.4957,14553.764430147057,7.1566896953859995,18041.7701,17664.768
VKR-133899,43751,4/17/2023 0:00,47602,47601.5049,43751.38318014706,23.5213544,46163.2673,44249.395200000006
VKR-133900,44100,4/17/2023 0:00,47981,47980.7816,44099.98308823529,22.71478552,39961.961,42411.6
VKR-133901,43624,4/17/2023 0:00,47462,47462.4178,43623.545772058824,22.651835967337497,43089.5912,42411.6
VKR-133902,14554,4/17/2023 0:00,15834,15834.4957,14553.764430147057,7.1066902084409005,18402.7901,17664.768
VKR-133903,33011,4/14/2023 0:00,35916,35916.226200000005,33011.23731617647,14.398931447677699,30654.6299,30952.4903
VKR-133906,12618,4/17/2023 0:00,13728,13728.0115,12617.65762867647,4.354101198,9464.854299999999,9529.9008
VKR-133907,14554,4/18/2023 0:00,15834,15834.4957,14553.764430147057,7.187701806,18233.7901,17664.768
VKR-133908,14554,4/18/2023 0:00,15834,15834.4957,14553.764430147057,7.185687856,18413.5101,17664.768
VKR-133909,43751,4/17/2023 0:00,47602,47601.5049,43751.38318014706,23.533356451042902,45715.7073,44249.395200000006
VKR-133910,43751,4/17/2023 0:00,47602,47601.5049,43751.38318014706,23.49734575,42650.4473,44249.395200000006
VKR-133911,43751,4/18/2023 0:00,47602,47601.5049,43751.38318014706,23.54835675,45895.472299999994,44249.395200000006
VKR-133912,43751,4/18/2023 0:00,47602,47601.5049,43751.38318014706,23.322367960137402,52589.4073,44249.395200000006
VKR-133913,4860,4/18/2023 0:00,5288,5287.678,4859.998161764705,1.403986319,4282.37,4282.368
VKR-133914,14554,4/18/2023 0:00,15834,15834.4957,14553.764430147057,7.264699111,18041.0201,17664.768
VKR-133915,43751,4/18/2023 0:00,47602,47601.5049,43751.38318014706,23.572360858939202,47070.0273,44249.395200000006
VKR-133916,11180,4/18/2023 0:00,12164,12164.3032,11180.425735294117,6.532591954,11763.7472,13651.6147
VKR-133917,5512,4/17/2023 0:00,5998,5997.5977,5512.497886029411,1.592113755,4056.0601,5170.2522
VKR-133918,525,4/17/2023 0:00,571,571.1998,524.9998161764705,0.036001626,292.96,342.72
VKR-133921,17629,4/18/2023 0:00,19180,19180.3174,17628.968198529412,7.273521482,18274.7845,18969.552
VKR-133922,40637,4/19/2023 0:00,44213,44213.1478,40637.08438,23.079827583974698,47920.1881,46997.1936
VKR-133923,2322,4/19/2023 0:00,2526,2526.335,2321.9990808823527,1.2231753286368001,2534.9536,2528.0768
VKR-133924,17629,4/18/2023 0:00,19180,19180.3174,17628.968198529412,7.369524307,18416.5045,18969.552
VKR-133925,3346,4/18/2023 0:00,3640,3640.0277,3345.613694852941,1.383170965,3252.1399,3272.0186
VKR-133926,14914,4/18/2023 0:00,16227,16226.9697,14914.494209558821,6.509835224,11540.1157,13367.9187
VKR-133927,12102,4/19/2023 0:00,13167,13167,12102.022058823528,7.315129510227001,15682.2284,16148.9664
VKR-133928,12102,4/19/2023 0:00,13167,13167,12102.022058823528,7.315129510227001,15696.2584,16148.9664
VKR-133929,12102,4/19/2023 0:00,13167,13167,12102.022058823528,7.315129510227001,15650.6884,16148.9664
VKR-133930,50522,4/19/2023 0:00,54968,54967.9829,50522.043106617646,21.4938464,44693.5797,45097.7088
VKR-133931,17629,4/19/2023 0:00,19180,19180.3174,17628.968198529412,7.386534021,18437.5745,18969.552
VKR-133932,53786,4/19/2023 0:00,58519,58519.4175,53786.22931985294,21.361887305912997,42782.8559,45136.224
VKR-133933,12102,4/19/2023 0:00,13167,13167,12102.022058823528,7.327122492,15496.1684,16148.9664
VKR-133934,12102,4/19/2023 0:00,13167,13167,12102.022058823528,7.331114105345801,15445.0984,16148.9664
VKR-133935,12102,4/19/2023 0:00,13167,13167,12102.022058823528,7.336117229,15448.2084,16148.9664
VKR-133936,42476,4/20/2023 0:00,46214,46214.3164,42476.39375,22.3696743,47472.9356,48599.6544
VKR-133937,17629,4/19/2023 0:00,19180,19180.3174,17628.968198529412,7.579542110471101,18647.0028,18969.552
VKR-133938,13500,4/19/2023 0:00,14688,14687.9944,13499.994852941176,24.209903078668997,19192.88,18632
VKR-133939,42476,4/20/2023 0:00,46214,46214.3164,42476.39375,22.38068298,48206.1564,48599.6544
VKR-133940,12102,4/20/2023 0:00,13167,13167,12102.022058823528,7.303104776,16882.8784,16148.9664
VKR-133941,12102,4/20/2023 0:00,13167,13167,12102.022058823528,7.2941100398011995,15408.3884,16148.9664
VKR-133942,12102,4/20/2023 0:00,13167,13167,12102.022058823528,7.266096175,15363.2384,16148.9664
VKR-133943,12102,4/20/2023 0:00,13167,13167,12102.022058823528,7.27410208,15420.1084,16148.9664
VKR-133944,42476,4/20/2023 0:00,46214,46214.3164,42476.39375,22.32267759,48064.9104,48599.6544
VKR-133945,12102,4/20/2023 0:00,13167,13167,12102.022058823528,7.287124717303199,15476.7084,16148.9664
VKR-133946,42476,4/20/2023 0:00,46214,46214.3164,42476.39375,22.410542970192303,48853.4136,48599.6544
VKR-133947,12102,4/20/2023 0:00,13167,13167,12102.022058823528,7.315129510227001,15554.4884,16148.9664
VKR-133948,17629,4/20/2023 0:00,19180,19180.3174,17628.968198529412,7.541535605788799,18567.3845,18969.552
VKR-133949,17629,4/20/2023 0:00,19180,19180.3174,17628.968198529412,7.507529785809901,18522.9345,18969.552
VKR-133950,42476,4/21/2023 0:00,46214,46214.3164,42476.39375,22.323670959489903,47190.2128,48599.6544
VKR-133951,42476,4/21/2023 0:00,46214,46214.3055,42476.38373161764,22.20323311,46978.7588,48599.6544
VKR-133952,0,4/21/2023 0:00,0,0.0109,0.010018382352941176,0.000453592,0,0
VKR-133953,13684,4/20/2023 0:00,14888,14887.941499999999,13683.769761029409,5.5742329223196005,11626.8263,14563.837399999999
VKR-133954,13500,4/20/2023 0:00,14688,14687.9944,13499.994852941176,23.89690166,19107.69,18632
VKR-133955,29712,4/21/2023 0:00,32327,32326.6436,29711.988602941175,11.334243671620099,26751.9692,27685.248
VKR-133956,10308,4/21/2023 0:00,11215,11215.26,10308.14338235294,6.471692641906801,19888.3559,11737.1264
VKR-133957,10308,4/21/2023 0:00,11215,11215.26,10308.14338235294,6.396686608,22280.4095,11737.1264
VKR-133958,42476,4/21/2023 0:00,46214,46214.3164,42476.39375,22.26868196,47149.5028,48599.6544
VKR-133959,7195,4/21/2023 0:00,7828,7827.7218,7194.597242647059,2.87424702,5751.6694,6013.0278
VKR-133960,10308,4/21/2023 0:00,11215,11215.26,10308.14338235294,6.2437216526684995,11960.0303,11737.1264
VKR-133961,3910,4/21/2023 0:00,4254,4253.6745,3909.6272977941176,2.405844859,4680.4187,4225.3568
VKR-133962,3156,4/21/2023 0:00,3433,3433.2534,3155.5637867647056,1.545176016,3657.3526,3776.72
VKR-133963,34927,4/21/2023 0:00,38001,38000.779,34927.18658088235,18.18347939,32006.407,33713.3338
VKR-133964,50583,4/21/2023 0:00,55034,55034.0238,50582.74246323529,21.62158708,49869.62,52510.4486
VKR-133965,44116,4/21/2023 0:00,47998,47997.9176,44115.73308823529,22.614863653258798,43175.9866,42411.6
VKR-133966,22308,4/21/2023 0:00,24271,24271.1387,22308.03189338235,7.720151209247399,21635.436,26849.6422
VKR-133967,85682,4/21/2023 0:00,93223,93222.52639999999,85682.46911764704,21.374551604883397,55161.279,54949.5053
VKR-133968,17713,4/21/2023 0:00,19272,19271.995,17713.23069852941,7.188749604097601,14385.8037,15040.272700000001
VKR-133969,10308,4/24/2023 0:00,11215,11215.26,10308.14338235294,6.226689259174999,21701.8403,11737.1264
VKR-133970,10308,4/24/2023 0:00,11215,11215.26,10308.14338235294,6.16668806,21545.4603,11737.1264
VKR-133971,10308,4/24/2023 0:00,11215,11215.26,10308.14338235294,6.094689344,11757.7803,11737.1264
VKR-133972,10308,4/24/2023 0:00,11215,11215.26,10308.14338235294,6.106691398,11805.5003,11737.1264
VKR-133973,8000,4/24/2023 0:00,8704,8703.9967,7999.996966911764,0.90718474,0,0
VKR-133974,22828,4/24/2023 0:00,24836,24836.4905,22827.65670955882,10.6538778,22777.8529,29757.6922
VKR-133975,10308,4/24/2023 0:00,11215,11215.26,10308.14338235294,6.190705776,12475.9003,11737.1264
VKR-133976,17629,4/24/2023 0:00,19180,19180.3174,17628.968198529412,7.525537403,18555.2345,18969.552
VKR-133977,25949,4/24/2023 0:00,28233,28232.9364,25949.39007352941,11.4705255,24445.9749,24394.9184
VKR-133978,12403,4/24/2023 0:00,13495,13494.5948,12403.120220588235,5.019779753,11066.022,10531.7856
VKR-133979,47304,4/25/2023 0:00,51467,51466.5109,47303.77840073529,21.696574972041198,45717.95,47045.1853
VKR-133980,3235,4/24/2023 0:00,3519,3519.436,3234.7757352941176,3.746192168,9309.1655,9819.472
VKR-133981,12331,4/25/2023 0:00,13416,13416.0141,12330.895312499999,5.176355303126701,9667.6919,14304.2624
VKR-133982,43751,4/24/2023 0:00,47602,47601.5049,43751.38318014706,23.5383505,42038.3973,44249.395200000006
VKR-133983,17629,4/24/2023 0:00,19180,19180.3174,17628.968198529412,7.557547416,18627.3345,18969.552
VKR-133984,10308,4/24/2023 0:00,11215,11215.26,10308.14338235294,6.1197140346342005,11760.1503,11737.1264
VKR-133985,10308,4/24/2023 0:00,11215,11215.26,10308.14338235294,6.2067085152765005,11948.3303,11737.1264
VKR-133986,13804,4/25/2023 0:00,15019,15450.6821,14200.994577205882,22.409989587500903,20721.059999999998,21380.385899999997
VKR-133987,26050,4/24/2023 0:00,28343,28342.933100000002,26050.489981617648,10.634858668164501,21287.0628,20926.1024
VKR-133988,4522,4/24/2023 0:00,4920,4920.0375,4522.093290441177,1.938168446,3691.3036,3921.337
VKR-133989,33829,4/25/2023 0:00,36806,36805.6659,33828.73704044117,15.997744761606302,32274.665,33060.24
VKR-133990,10308,4/25/2023 0:00,11215,11215.26,10308.14338235294,6.001730123273501,16852.3503,11737.1264
VKR-133991,10308,4/25/2023 0:00,11215,11215.26,10308.14338235294,5.857719081722201,11241.2203,11737.1264
VKR-133992,74810,4/25/2023 0:00,81394,81393.5207,74810.22123161763,17.886117836771803,46430.0645,45709.056
VKR-133993,11800,4/25/2023 0:00,12838,12838.3951,11799.995496323529,2.000002157,6326.77,4969.9622
VKR-133994,18801,4/25/2023 0:00,20456,20455.9697,18801.44273897059,7.785976533981799,14510.0844,14700.1747
VKR-133995,13551,4/25/2023 0:00,14743,14743.3358,13550.860110294117,5.487111435813701,11098.418,14729.3005
VKR-133996,17629,4/25/2023 0:00,19180,19180.3174,17628.968198529412,7.547536632843899,18606.3145,18969.552
VKR-133997,47772,4/25/2023 0:00,51976,51975.916,47771.981617647056,18.015867934210302,39514.1332,46472.832
VKR-133998,10418,4/25/2023 0:00,11335,11334.8884,10418.095955882352,3.74917227,9648.2066,9748.0557
VKR-133999,2285,4/25/2023 0:00,2486,2486.351,2285.2490808823527,1.375001767,2438.62,2498.3418
VKR-134002,13500,4/25/2023 0:00,14688,14687.9944,13499.994852941176,23.03690867,18873.7,18632
VKR-134004,17629,4/25/2023 0:00,19180,19180.3174,17628.968198529412,7.523537061,18583.2045,18969.552
VKR-134005,4880,4/26/2023 0:00,5309,5309.3618,4879.928124999999,0.000453592,0,0
VKR-134006,19333,4/26/2023 0:00,21034,21034.0585,19332.774356617643,7.907226310406499,18021.5075,20907.6826
VKR-134007,12102,4/26/2023 0:00,13167,13167,12102.022058823528,7.2391165008624005,15852.4584,16148.9664
VKR-134008,40317,4/26/2023 0:00,43865,43864.8,40316.91176470588,24.08798199,44045.5004,44946.5856
VKR-134009,12102,4/26/2023 0:00,13167,13167,12102.022058823528,7.2191130773453995,15958.6584,16148.9664
VKR-134010,40317,4/26/2023 0:00,43865,43864.8,40316.91176470588,24.081980958481598,44035.8504,44946.5856
VKR-134011,12102,4/26/2023 0:00,13167,13167,12102.022058823528,7.273122320841299,15567.2384,16148.9664
VKR-134012,32435,4/26/2023 0:00,35290,35289.538499999995,32435.23759191176,14.22877534,30311.551900000002,30407.946300000003
VKR-134013,40317,4/26/2023 0:00,43865,43864.8,40316.91176470588,24.08697955,44049.4104,44946.5856
VKR-134014,17629,4/26/2023 0:00,19180,19180.3174,17628.968198529412,7.34152405,18331.9645,18969.552
VKR-134015,12102,4/26/2023 0:00,13167,13167,12102.022058823528,7.270119539351899,15514.3384,16148.9664
VKR-134016,40317,4/26/2023 0:00,43865,43864.8,40316.91176470588,24.141991229032598,44136.7004,44946.5856
VKR-134019,17629,4/26/2023 0:00,19180,19180.3174,17628.968198529412,7.066533676,17931.9045,19003.3344
VKR-134020,17629,4/26/2023 0:00,19180,19180.3174,17628.968198529412,7.196528713243099,18125.9045,19003.3344
VKR-134021,46650,4/26/2023 0:00,50755,50754.8917,46649.71663602941,19.923827127912404,47004.299999999996,49518.840299999996
VKR-134022,19409,4/26/2023 0:00,21117,21117.2905,19409.274356617643,8.781280664,20496.582000000002,21063.5277
VKR-134023,42476,4/27/2023 0:00,46214,46214.3164,42476.39375,22.184690257321904,47216.7488,49281.1776
VKR-134024,118416,4/26/2023 0:00,128837,128836.963,118416.3262867647,65.7289545,125068.36,125068.3418
VKR-134025,77213,4/27/2023 0:00,84008,84007.9837,77213.22031,17.94411869,44485.125,46164.384
VKR-134029,10800,4/27/2023 0:00,11750,11750.3955,10799.995863970587,19.19031837,15625.8,14944.768
VKR-134030,14274,4/27/2023 0:00,15530,15530.2692,14274.144485294117,6.762712970575101,17272.1208,17409.5232
VKR-134033,42476,4/28/2023 0:00,46214,46214.3164,42476.39375,22.344676822144603,47419.0056,49281.1776
VKR-134034,42476,4/28/2023 0:00,46214,46214.3164,42476.39375,22.37243668,47576.9832,49281.1776
VKR-134035,2327,4/28/2023 0:00,2532,2531.5982,2326.836580882353,1.1591734452298001,2163.9659,2536.8896
VKR-134036,41170,4/28/2023 0:00,44793,44793.4868,41170.48419117647,23.0318103,48998.4783,50257.0592
VKR-134037,12102,4/28/2023 0:00,13167,13167,12102.022058823528,7.251118555,15628.4184,16201.1904
VKR-134038,10308,4/27/2023 0:00,11215,11215.26,10308.14338235294,6.2507069751665005,12506.8303,11776.512
VKR-134039,10308,4/27/2023 0:00,11215,11215.26,10308.14338235294,5.940708342,11253.9603,11776.512
VKR-134040,10308,4/27/2023 0:00,11215,11215.26,10308.14338235294,5.460685144,11492.5516,11776.512
VKR-134041,12102,4/28/2023 0:00,13167,13167,12102.022058823528,7.195108969125001,15460.1084,16201.1904
VKR-134042,17040,4/28/2023 0:00,18540,18539.5684,17040.04448529412,8.321546653011898,19711.2236,20428.0704
VKR-134044,53786,4/28/2023 0:00,58519,58519.4175,53786.22931985294,21.341475649262996,42920.1787,46284.336
VKR-134045,16020,4/28/2023 0:00,17430,17429.7533,16019.993841911764,23.811912061383598,17823.83,17713.728
VKR-134046,39967,4/30/2023 0:00,43484,43484.0303,39966.939613970586,16.53481627,37470.0285,38302.9421
VKR-134049,43490,5/2/2023 0:00,47752,47751.5,43489.526411657556,21.933241327012396,60547.9641,72518.4421
VKR-134050,30643,5/2/2023 0:00,33646,33645.78,30642.78689,19.61712611,35592.1391,35654.256
VKR-134051,13804,5/2/2023 0:00,15157,15592.6948,14200.997085610199,22.6939747,20810.699999999997,21623.0128
VKR-134052,34321,5/2/2023 0:00,37684,37684.2581,34320.81794,16.61134638,31598.5622,31872.755
VKR-134053,38950,5/2/2023 0:00,42767,52624.1097,47927.240163934424,20.551884731185503,46244.8188,39325.419
VKR-134054,38950,5/2/2023 0:00,42767,52624.1097,47927.240163934424,20.551884731185503,46244.8288,39325.419
VKR-134055,142412,4/30/2023 0:00,154944,154944,142411.76470588235,39.34859379,133736.45,133736.97090000001
VKR-134056,0,5/2/2023 0:00,0,0,0,0.058939792557800005,-227.2048,252.1118
VKR-134057,32798,5/2/2023 0:00,36012,36012.3673,32798.14872495446,10.264514105830601,30956.608,28130.0354
VKR-134058,1103,4/28/2023 0:00,1200,1200.0091,1102.9495404411764,0.49266935267549994,992.2923,1010.5344
VKR-134059,37979,5/2/2023 0:00,41701,41701.175,37979.212204007286,15.025120250386397,37102.9479,38968.547
VKR-134060,47772,5/3/2023 0:00,52454,52453.6452,47771.990163934424,17.98386246,45820.364,47344.662
VKR-134061,31993,5/2/2023 0:00,35128,35128.2793,31992.96839708561,14.16811643,33207.2012,39750.8391
VKR-134062,38950,5/3/2023 0:00,42767,52624.1097,47927.240163934424,20.551884731185503,46236.4734,39325.419
VKR-134063,43751,5/3/2023 0:00,48039,48039.0273,43751.39098360656,23.28838028,51893.4573,45386.2143
VKR-134064,900,5/3/2023 0:00,988,988.1998,899.9998178506374,0.060001199,323.7,334.6704
VKR-134065,32755,5/3/2023 0:00,35965,35965.0004,32755.009471766843,10.38045685,30348.95,28130.0354
VKR-134066,38950,5/3/2023 0:00,42767,52624.1097,47927.240163934424,20.54286278,46226.8588,39325.419
VKR-134067,11237,5/3/2023 0:00,12338,12338.4781,11237.229599271403,5.3791247,11638.988,13939.3076
VKR-134068,43751,5/3/2023 0:00,48039,48039.0273,43751.39098360656,23.311377417012302,52849.007300000005,45386.2143
VKR-134069,43751,5/3/2023 0:00,48039,48039.0273,43751.39098360656,23.305376389957203,52785.2523,45386.2143
VKR-134070,38950,5/3/2023 0:00,42767,52624.1097,47927.240163934424,20.5458701,46232.8288,39325.419
VKR-134071,20961,5/3/2023 0:00,23015,23015.2227,20961.04071038251,9.490522229357401,21796.297,23763.9371
VKR-134072,8434,5/4/2023 0:00,9261,9260.7133,8434.165118397084,2.6467931255766004,10364.2,11158.952
VKR-134073,43751,5/4/2023 0:00,48039,48039.0273,43751.39098360656,23.311377417012302,52764.077300000004,45386.2143
VKR-134074,18503,5/4/2023 0:00,20316,20316.4259,18503.12012750455,7.851624958,18649.015,20611.6011
VKR-134077,13114,5/4/2023 0:00,14400,14813.334499999999,13491.19717668488,23.12283721,20667.584,20542.2514
VKR-134078,16020,5/4/2023 0:00,17590,17589.9564,16019.996721311474,23.39190821,17725.76,17876.538
VKR-134079,43751,5/4/2023 0:00,48039,48039.0273,43751.39098360656,23.30538093,52623.857299999996,45386.2143
VKR-134080,1680,5/4/2023 0:00,1845,1844.6396,1679.9996357012749,0.115198854,937.47,1844.64
VKR-134081,9511,5/4/2023 0:00,10443,10442.8392,9510.782513661201,4.530367193467501,10072.3647,8819.685
VKR-134082,43751,5/4/2023 0:00,48039,48039.0273,43751.39098360656,23.305376389957203,52836.8173,45386.2143
VKR-134083,11992,5/5/2023 0:00,13167,13167,11991.803278688523,7.261120267,15699.3683,16350.0984
VKR-134084,38950,5/5/2023 0:00,42767,52624.1097,47927.240163934424,20.479858798753202,37448.5334,39325.419
VKR-134085,43659,5/5/2023 0:00,47938,47937.5721,43658.99098360655,22.50187833,51241.7712,43255.3257
VKR-134086,11992,5/5/2023 0:00,13167,13167,11991.803278688523,7.273122320841299,15660.5584,16350.0984
VKR-134087,43751,5/5/2023 0:00,48039,48039.0273,43751.39098360656,23.30537639,53211.7573,45386.2143
VKR-134088,11992,5/5/2023 0:00,13167,13167,11991.803278688523,7.261120267,15651.2984,16350.0984
VKR-134089,11992,5/5/2023 0:00,13167,13167,11991.803278688523,7.223113762,15612.8884,16350.0984
VKR-134090,39000,5/5/2023 0:00,42822,42821.991200000004,38999.99198542805,15.302237972914199,38364.584,38908.728
VKR-134091,37152,5/5/2023 0:00,40793,40793.052299999996,37152.14234972677,23.78203393,45383.2362,46054.7865
VKR-134092,13114,5/5/2023 0:00,14400,14813.334499999999,13491.19717668488,22.90083096,20607.203999999998,20542.2514
VKR-134093,16965,5/5/2023 0:00,18628,18627.5662,16964.99653916211,7.404745754767901,18091.4688,18399.5593
VKR-134094,12054,5/5/2023 0:00,13235,13235.2893,12053.997540983606,4.64552976,10941.2379,11453.238
VKR-134095,39950,5/8/2023 0:00,43865,43864.8,39949.72677595628,24.07597993,44057.4501,46134.4464
VKR-134096,11992,5/8/2023 0:00,13167,13167,11991.803278688523,7.279123348,15681.0284,16350.0984
VKR-134097,39950,5/8/2023 0:00,43865,43864.8,39949.72677595628,24.06597822,44099.8427,46134.4464
VKR-134098,11992,5/8/2023 0:00,13167,13167,11991.803278688523,7.249118212620901,15628.4784,16350.0984
VKR-134099,28402,5/8/2023 0:00,31186,31185.6091,28402.19408014572,8.744412676,21739.0504,25298.578800000003
VKR-134100,13114,5/8/2023 0:00,14400,14813.3345,13491.197176684882,22.664826852814297,26106.303999999996,20542.2514
